sample,Site,Visit,Category,treatment.status,WaterPotential_MPa,PercentMoisture,Total.N,Total.C,CN.ratio,OM.LOI,pH,EC,NH4,NO3,P,meanDepth,meanSPC,waterpH,meanORP,Phrag Present,NoSpecies_1,DomSpecies_1,Listspecies_1,NoSpecies_2,DomSpecies_2,Listspecies_2,NoSpecies_3,DomSpecies_3,Listspecies_3,NoSpecies_4,DomSpecies_4,Listspecies_4,NoSpecies_5,DomSpecies_5,Listspecies_5,MeanSpecies,mean.canopy,mean.stem.density,lat,long,Location,Area,plotID,year.last.treatment,treatment.2021,herbicide.2021,num_treatments,num_phrag_total,percent.phrag,num_phrag_per,phrag.present,isimpaired,algal.growth,cause.unk.impaired.biota,metals.other.hg,nutrients,oxygen.depletion,pathogens,polychlorinated.biphenyls,solids.chlorides.sulfates,temperatur,unimpaired,mean.orp,mean.orp.10,mean.orp.20,mean.do.mg,mean.do.percent,mean.depth,mean.mulch,mean.temp,np.ratio,sp.richness,treatment.2021,soil.salinity,nanodrop.dna,Al1670,As1890,B_2497,Ba4554,Ca3179,Cd2265,Co2286,Cr2835,Cu3247,Fe2382,K_7664,Mg2852,Mn2576,Mo2020,Na5895,Ni2316,P_1782,Pb2203,S_1820,Se1960,Si2516,Sr4077,Ti3088,V_3093,Zn2138
49C,49,C,Treated,Treated,-0.64,35.2,0.147,5.707,38.8558,3.6,7.931,1.07,1.4963,0.258,18.86,NA,NA,NA,NA,No,3,goldenrod,"goldenrod look-alike, thistle, cottonwood",6,goldenrod?,"goldenrod?, hardstem bullrush, lambs ear, unknown, unknown, unknown",7,goldenrod lookalike,"cattail, goldenrod lookalike, small white flowers, milkweed lookalike, short green leaves, grass leaves",4,unknown,"unknown, grasses, bullrush, goldenrod",3,goldenrod,"goldenrod, hardstem bullrush, leaves",4.6,106,50.4,40.35976,-111.85689,North Lake Park,Utah Lake,UL5,2021,,Y,,0,0,0,N,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,211,214.6,NA,NA,NA,NA,NA,17.23565577,11,Spray,Fresh,32.6,11.09,0.0214,0.0445,0.3087,374.5,0.004,0.0107,0.0722,0.0487,22.31,4.029,56.1,0.6066,0.0022,2.474,0.0278,2.685,0.0513,3.256,-0.0207,4.12,1.159,0.3743,0.1265,0.2978
50C,50,C,Untreated,Untreated,-0.31,44.2,0.287,5.116,17.8162,4.7,8.093,0.4835,2.4443,3.3148,18.1,-25.66666667,NA,NA,NA,Yes,3,phragmites,"phragmites, unknown",1,phragmites,phragmites,1,phragmites,phragmites,2,phragmites,"phragmites, thistle",1,phragmites,phragmites,1.6,247,54.4,40.36176,-111.85724,North Lake Park,Utah Lake,,,,N,,14,93.3,5,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,217.6,219.4,NA,NA,-25.66666667,7.6,NA,35.06351796,3,NA,Fresh,317.7,24.65,0.0215,0.0852,0.5648,225.4,0.0054,0.0239,0.084,0.07,48.97,10.32,42.87,1.173,0.002,1.242,0.049,4.839,0.1113,2.663,0.0186,12.49,0.6876,1.782,0.204,0.5805
51C,51,C,Treated,Treated,-0.15,167,0.882,14.176,16.0784,14.6,7.947,1.345,7.6461,0.128,20.88,-2.6,3366.333333,7.21,-269.1,Yes,5,grass,"grass, phragmites, triangle bullrush, creeping salt BR, pennywart",4,pennywart,"pennywart, triangle BR, grass,",3,grass/ BR,"grass, pennywart, triangular BR,",4,tri bullrush,"tri bullrush, cattail, pennywart, goldenrod",3,tri bullrush,"pennywart, tri bullrush, grass",3.8,190,286.8,40.28241,-111.75275,Holdaway,Utah Lake,UL6,2021,,N,,0,0,0,N,Y, , , , ,Cause, , , , ,,-161.46,-301.6,-229.4,-0.016666667,-0.066666667,-0.6,3.8,20.8,93.40932982,7,Trample + Seed,Fresh,,14.9,0.0862,0.2365,0.5598,461.8,0.0042,0.0121,0.0495,0.0858,29.59,9.499,102.8,1.115,0.0495,3.315,0.0301,5.286,0.1283,21.78,0.0079,18.24,4.245,0.8642,0.3689,0.3394
52C,52,C,Treated,Treated,-0.02,513,0.834,15.996,19.1853,16,7.926,1.65,7.5319,0.1348,47.96,82.4,1404.333333,7.303333333,-277.0666667,Yes,2,phragmites,"phragmites, cattail",1,cattail,"cattail,",1,cattail,cattail,2,cattail,"cattail, phragmites",1,hardstem bullrush,hardstem bullrush,1.4,197.8,73.4,40.28186,-111.75354,Holdaway,Utah Lake,UL7,2021,,N,,1,6.7,1,Y,Y, , , , ,Cause, , , , ,,-166.24,-330.4,-334,0,-0.033333333,82.4,0,23.36666667,38.45378038,3,Seed,Brackish,,10.21,0.0726,0.1992,0.686,620.7,0.0034,0.01,0.0405,0.0697,23.48,6.01,79.88,0.9402,0.0283,2.456,0.0231,4.037,0.1061,25.43,0.0182,14.1,5.489,0.6258,0.2951,0.2563
53C,53,C,Untreated,Untreated,-0.5,90.6,0.687,10.222,14.8795,10.9,8.221,2.492,2.4495,6.6018,43.67,NA,NA,NA,NA,Yes,3,phragmites,"phragmites, catnip, stinging nettle",2,phragmites,"phragmites, stinging nettle",3,hedge bindweed,"hedge bindweed, phragmites, stinging nettle",1,phragmites,phragmites,1,phragmites,phragmites,2,344.4,14.8,40.283,-111.75316,Holdaway,Utah Lake,,,,N,,14,93.3,4,Y,Y, , , , ,Cause, , , , ,,,97.2,25.4,NA,NA,NA,19.2,NA,34.78769955,4,Trample + Mow,Brackish,,15.35,0.0532,0.323,0.5605,362.1,0.0039,0.012,0.0458,0.0773,24.42,12.01,180.2,1.41,0.0052,3.843,0.0235,7.624,0.1152,7.822,0.0041,15.62,3.604,0.9093,0.5991,0.2745
54C,54,C,Native,Untreated,-0.28,52.6,0.078,2.744,35.3422,1.6,8.804,2.973,1.254,0.0472,5.7,-12.66666667,1015.666667,6.79,-117.5,No,4,hardstem bullrush,"tamarisk, unknown, hardstem bullrush, unknown",6,hardstem bullrush,"hardstem bullrush, pink flower, unknown grass, alkali BR, cottonwood, unknown",5,hardstem bullrush,"hardstem bullrush, canary reed, cottonwood, alkali BR, mystery grass",8,hardstem bullrush,"hardstem bullrush, alkali BR, mysrey grass, sunflower, grass, mystery, canary reed, cottonwood",3,hardstem BR,"hardstem bullrush, sunflower, canary reed grass",5.2,87.8,687,40.30282,-111.76283,Sunset Beach Park Vineyard,Utah Lake,,,,N,,0,0,0,N,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,-7.4,-27.8,0.146666667,2,-12.66666667,0,23.8,30.26020824,10,NA,Brackish,63.8,6.738,0.0256,0.034,0.1965,140.9,0.002,0.0095,0.0288,0.0131,18.58,2.399,16.2,0.3354,0.0094,0.7017,0.0133,1.51,0.0711,2.783,0.0158,6.305,0.4974,0.3856,0.076,0.4012
55C,55,C,Native,Untreated,-0.5,26.4,0.072,2.219,30.9826,1.4,7.947,0.6832,1.5405,0.2404,2.23,NA,NA,NA,NA,Yes,1,phragmites,phragmites,3,unknown,"unknown, phragmites, creeping saltbush",,phragmites,"phragmites, thistle, swamp verbena, goldenrod",5,sunflower,"sunflower, swamp verbena, alkali BR, grass, phragmites",2,hardstem bullrush,"hardstem bullrush, phragmites",NA,398.8,34.6,40.30285,-111.76231,Sunset Beach Park Vineyard,Utah Lake,,,,N,,6,40,2,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,170.2,160.6,NA,NA,NA,6,NA,71.39697288,10,Mow,Fresh,,12.27,0.0246,0.0614,0.1961,127.8,0.0038,0.0191,0.0578,0.0935,44.23,4.115,20.51,0.6567,0.0136,0.7722,0.0401,1.598,0.033,5.086,0.0072,10.88,0.3467,0.7526,0.1077,0.2406
56C,56,C,Untreated,Untreated,0.26,58.6,0.13,4.23,32.53846154,2.7,8.307,5.831,1.7448,0.0661,11.98,0.4,1036.026667,7.176666667,-28.7,No,2,canary reed grass,"canary reed grass, hardstem bullrush",3,hardstem bullrush,"hardstem bullrush, canary reed grass, small grass",1,verula,verula,2,venula,"venula, hardstem bullrush",2,cattail,"verula, cattail",2,150.2,43.2,40.30335,-111.76286,Sunset Beach Park Vineyard,Utah Lake,,,,N,,1,6.7,0,N,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,-17.22,-282.4,-224.6,0.166666667,2.2,0.4,0,21.36666667,NA,5,Mow,Saline,101.2,9.319,0.0438,0.0519,0.2582,213.6,0.0028,0.0122,0.0367,0.023,24.29,3.936,22.14,0.5755,0.0103,0.8993,0.0178,1.835,0.0802,8.537,0.0022,10.06,0.818,0.6336,0.1101,0.4294
57C,57,C,Treated,Treated,0.12,651.1,1.22,17.6,14.42622951,30.3,7.882,3.935,12.8552,0.1222,53.05,1.6,376.8333333,14.14,-882.3666667,Yes,2,phragmites,"grass, phragmites",2,cattail,small cattail?,3,cattail,"cattail, phragmites, ?",2,phragmites,"phragmites, grass",1,phragmites,phragmites,2,208,23,40.36235,-111.86669,Kintail Saratoga,Utah Lake,UL8,2021,,Y,,9,60,3,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,-529.42,-132.4,-133,0.276666667,3.866666667,1.6,7.4,23.575,NA,4,Spray + Mow,Brackish,66.4,29.58,0.0509,0.102,0.6685,42.84,0.0073,0.0269,0.1306,0.1025,57.97,10.21,26.75,0.6025,0.0299,1.298,0.0636,4.64,0.0979,29.45,0.0412,13.27,0.3602,1.602,0.242,0.3524
58C,58,C,Native,Untreated,0.28,86.8,0.18,5.91,32.83333333,3.1,8.02,2.86,4.0967,0.071,24.58,-5.2,1037.666667,6.926666667,-123.3666667,No,3,cattail,"cattail, unknown, unknown",2,cattail,"cattail, cyperus esculentes",3,cattail,"cattail, unknown, cyperus esculentes",5,hardstem bullrush,"hardstem bullrush, cattail, unknown, grass, cyperus esculentes",3,cattail,"cattail, unknown, cyperus esculentes",3.2,220.6,82.6,40.3607,-111.86722,Kintail Saratoga,Utah Lake,,,,Y,,0,0,0,N,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,-74.02,-116.6,-217.6,0.053333333,0.766666667,-5.2,4.8,23.3,NA,6,Spray + Mow,Brackish,178.2,12.41,0.0226,0.0448,0.3815,391.3,0.0037,0.0119,0.0827,0.038,25.16,4.128,53.5,0.6768,0.0013,0.9569,0.0254,2.753,0.0486,3.359,-0.0065,3.786,1.273,0.5074,0.1267,0.2923
59C,59,C,Treated,Treated,-0.38,10.4,0.14,1.74,12.42857143,2.1,8.341,1.304,1.0229,1.9705,14.74,NA,NA,NA,NA,Yes,0,,,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,2,unknown,"unknown, phragmites",1,66.2,7.8,40.36158,-111.86663,Kintail Saratoga,Utah Lake,UL9,2021,,Y,,8,53.3,3,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,143.6,139.4,NA,NA,NA,7.2,NA,NA,2,Spray + Mow,Fresh,25.4,4.896,0.0134,0.0183,0.088,10.62,0.0018,0.0052,0.039,0.0095,9.486,1.788,4.568,0.19,0.0013,0.1936,0.0102,2.257,0.0178,1.023,-0.0067,2.175,0.0552,0.3614,0.0212,0.0645
63C,63,C,Untreated,Untreated,0.24,144.9,0.54,8.58,15.88888889,10.9,7.97,1.868,4.8657,0.1005,34.03,17.8,1865,7.31,-62.1,Yes,2,phragmites,"phragmites, cattail",2,phragmites,"phragmites, cattail",2,phragmites,"phragmites, cattail",2,phragmites,"phragmites, cattail",1,phragmites,phragmites,1.8,244.8,21,41.16775,-112.18707,OBWMA,Great Salt Lake,,2016,,N,,14,93.3,5,Y, , , , , , , , , , ,,-37.26,-219.4,-200.2,0.09,1.2,17.8,0,22.73333333,NA,2,Grazing,Brackish,,19.69,0.0684,0.1686,0.4695,165.1,0.0161,0.017,0.1129,0.2885,39.03,11.26,41.34,1.054,0.0016,7.187,0.0385,3.836,1.31,10.27,-0.004,4.44,0.315,0.4813,0.1288,1.594
64C,64,C,Native,Untreated,0.16,71,0.32,6.62,20.6875,9.1,8.039,9.753,4.5344,0.0933,29.47,30.25,1770.666667,6.976666667,-72.3,No,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,cattail,cattail,1,225.2,5.6,41.17576,-112.16986,OBWMA,Great Salt Lake,,,,N,,0,0,0,N,Y, ,Cause, , , , , , , ,,-43.38,-214,-217.2,0.073333333,0.933333333,30.25,0,21.2,NA,1,NA,Saline,,24.91,0.0497,0.1612,0.4863,183.9,0.0081,0.0211,0.1212,0.1238,50.85,13.97,51.13,1.495,0.0039,4.091,0.0499,3.813,0.7202,7.282,-0.0063,4.953,0.4116,0.5402,0.1544,0.7253
65C,65,C,Treated,Treated,-0.6,56.4,0.21,4.84,23.04761905,4.5,8.664,1.227,3.4255,0.0671,86.39,15,1820.333333,7.37,-106.6666667,Yes,2,phragmites,"phragmites, grass",2,phragmites,"phragmites, cattail",1,phragmites,phragmites,2,phragmites,"phragmites, cattail",2,phragmites,"phragmites, cattail",1.8,98,24.8,41.17627,-112.16831,OBWMA,Great Salt Lake,GSL10,,,N,,9,60,5,Y,Y, ,Cause, , , , , , , ,,-64,-180.2,-220.2,0.833333333,12.23333333,15,1,26.93333333,NA,3,NA,Fresh,,17.37,0.0342,0.1399,0.5192,224.1,0.0069,0.0122,0.0914,0.0975,35.02,8.769,67.57,1.42,0.0018,5.414,0.0355,4.472,0.3372,4.221,-0.0204,5.327,0.466,0.4613,0.1642,0.4651
66C,66,C,Native,Untreated,-0.64,106.1,0.34,6.93,20.38235294,7.7,8.281,1.91,2.9446,0.0771,30.6,9.88,2322.666667,7.076666667,-117.3333333,Yes,2,grass,"triangle bullrush, grass",2,grass,"grass, triangle bullrush",3,triangle bullrush,"triangle bullrush, grass, phragmites",3,triangle bullrush,"triangle bullrush, grass, cattail",1,triangle bullrush,triangle bullrush,2.2,115,88.8,41.13001,-112.1496,Howard Slough,Great Salt Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,-70.4,-154.2,-175.2,0.033333333,0.5,9.88,0,22.86666667,NA,4,NA,Brackish,,22.25,0.0671,0.1754,0.8168,271.2,0.0073,0.0159,0.1273,0.1868,43.52,12.6,68.03,1.389,0.0027,8.824,0.0417,4.164,0.372,7.27,-0.0306,4.943,0.7769,0.5982,0.1779,0.5598
67C,67,C,Untreated,Untreated,-0.84,118,0.31,6.1,19.67741935,6.1,8.408,3.143,3.0873,0.0628,35.68,20.8,4460.666667,6.733333333,-251.6,Yes,2,phragmites,"phragmites, cattail",1,phragmites,phragmites,2,phragmites,"phragmites, cattail",1,phragmites,phragmites,3,phragmites,"phragmites, cattail, hardstem bullrush",1.8,182.6,29.4,41.12602,-112.14107,Howard Slough,Great Salt Lake,,,,N,,12,80,5,Y, , , , , , , , , , ,,-150.96,-276.2,-297.6,0.033333333,0.433333333,50.68,0,21.5,NA,3,NA,Brackish,,18.8,0.0496,0.1358,0.6509,275.6,0.0062,0.0152,0.1003,0.1621,36,10.4,58.95,1.283,0.0088,13.2,0.0371,3.943,0.2877,14.58,-0.0047,5.185,0.8041,0.535,0.1532,0.4288
68C,68,C,Native,Untreated,-0.46,82.4,0.44,7.51,17.06818182,9.3,8.109,1.703,4.1357,0.1026,37.92,11.66,1613.666667,7.22,-75.56666667,Yes,3,grass,"grass, phragmites, triangle bullrush",3,triangle bullrush,"grass, phragmites, triangle bullrush",3,trinagle bullrush,"triangle bullrush, grass, phragmites",3,grass,"triangle bullrush, grass, phragmites",3,grass,"grass, phragmites, triangle bullrush",3,87.25,112.2,41.12355,-112.13982,Howard Slough,Great Salt Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,-24.82,-160.6,-171.6,0.075,0.696666667,11.85,0,15.73333333,NA,3,NA,Brackish,,26.53,0.0652,0.2143,0.8552,250.1,0.0093,0.0222,0.1431,0.2522,51.3,15.63,81.93,1.638,0.0055,12.13,0.057,4.478,0.6448,10.54,-0.001,5.335,0.7844,0.6932,0.2195,0.869
69C,69,C,Native,Untreated,-0.26,69.7,0.37,6.87,18.56756757,8.5,8.168,2.131,3.0647,0.0927,33.63,13.46,1588.333333,7.073333333,-115.8666667,Yes,3,triangle bullrush,"cattail, grass, triangle bullrush",2,triangle bullrush,"triangle bullrush, cattail",2,triangle bullrush,"triangle bullrush, cattail",2,triangle bullrush,"triangle bullrush, cattail",2,triangle bullrush,"triangle bullrush, phragmites",2.2,172.8,33.8,41.12295,-112.14029,Howard Slough,Great Salt Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,-69.52,-213.6,-208.8,0.04,0.533333333,13.46,0.4,21.73333333,NA,4,NA,Brackish,,24.74,0.0887,0.21,0.7902,271.6,0.0098,0.0235,0.1256,0.2894,54.27,15.68,90.27,1.983,0.0024,9.886,0.0602,4.277,1.147,7.53,-0.004,10.29,0.7359,0.5711,0.235,1.367
70C,70,C,Treated,Treated,-0.59,27.6,0.21,3.59,17.0952381,4.4,7.82,1.456,1.9521,1.1197,33.13,NA,NA,NA,NA,Yes,3,thistle,"thistle, phragmites",2,thistle,"thistle, phragmites",3,thistle,"thistle, phragmites, ?",3,phragmites,"thistle, phragmites, ?",3,thistle,"thistle, phragmites, ?",2.8,87.3,25.8,40.35397,-111.89886,Inlet Park Saratoga,Utah Lake,UL10,2021,,Y,,4,26.7,1,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,259.2,262.6,NA,NA,NA,7.2,NA,NA,3,Spray + Mow,Fresh,112.9,34.26,0.0528,0.0995,0.7461,187.6,0.008,0.0279,0.1489,0.0835,62.21,16.29,29.32,2.002,0.0014,2.425,0.0772,4.003,0.0738,2.43,-0.0172,14.7,0.5942,0.9681,0.1468,0.3022
71C,71,C,Native,Untreated,-0.19,121.9,0.26,6.05,23.26923077,6.7,7.848,1.231,4.0298,0.0798,16.03,4.5,1119,7.093333333,4.866666667,Yes,6,cattail,"cyperus, cattail junkus, alkali bullrush, goldenrod lookalike, phragmites wannabe",3,cattail,"cattail, goldenrod lookalike, mint?",3,cattail,"cattail, hardstem bullrush, ?",2,cattail,"cattail, phragmites",3,cattail,"cattail, phragmites, goldenrod lookalike",3.4,210.4,37.4,40.35223,-111.89975,Inlet Park Saratoga,Utah Lake,,,,Y,,1,6.7,0,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,2.92,-166.4,-178.6,4.133333333,1.733333333,4.5,NA,20.83333333,NA,8,Spray + Mow,Fresh,116.4,19.3,0.0506,0.0801,0.4214,307.7,0.0055,0.0163,0.0974,0.0577,36.88,8.824,22.17,0.8664,0.0038,2.47,0.0448,2.686,0.0586,15.74,-0.002,13.88,1.263,0.6633,0.1087,0.2682
72C,72,C,Treated,Treated,-0.5,38.5,0.72,4.26,5.916666667,5.2,7.762,2.289,2.465,0.1056,31.85,-30,NA,NA,NA,Yes,3,tamarisk,"tamarisk, phragmites, thistle",3,phragmites,"thistle, phragmites, tamarisk",4,thistle,"tamarisk, thistle, phragmites, russian olive",5,phragmites,"bindweed (morning glory?) thistle, phragmites, unknown squash",4,russian olive,"russian olive, tamarisk, phragmites, weed",3.8,134.2,26,40.35317,-111.89859,Inlet Park Saratoga,Utah Lake,UL11,2021,,N,,6,40,2,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,171.8,174,NA,NA,NA,3,NA,NA,6,Mow,Brackish,,29.39,0.0292,0.1014,0.6342,223.3,0.0092,0.0266,0.1427,0.0751,56.22,12.23,26.78,2.103,0.0003,4.482,0.0881,4.288,0.0749,3.727,0.0038,13.39,0.7248,0.8138,0.1295,0.3404
73C,73,C,Native,Untreated,-1.37,107.1,1.18,16.5,13.98305085,24.3,7.836,15.035,7.078,8.6689,104.04,NA,NA,NA,NA,No,2,saltbush (?),"saltbrush, dock (?)",3,saltbrush,"hardstem bullrush, saltbrush, dock",3,hardstem bullrush,"hardstem bullrush, saltbrush, dock",3,saltbrush,"saltbrush, hardstem bullrush, dock",3,hardstem bullrush,"hardstem bullrush, saltbrush, dock",2.8,133.2,51,40.19695,-111.65153,Provo Bay,Utah Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,,220.2,223.8,NA,NA,NA,0,NA,NA,3,Mow,Saline,506.1,16.11,0.0344,0.2883,0.5457,409.9,0.0088,0.0176,0.1055,0.1026,38.57,6.445,38.68,0.8404,0.0108,17.19,0.05,6.439,0.306,46.7,0.0099,15.33,2.849,0.5788,0.1465,1.104
74C,74,C,Treated,Treated,-0.71,55.8,0.74,11.7,15.81081081,13.9,7.62,2.966,4.4614,5.3476,89.15,NA,NA,NA,NA,Yes,2,phragmites,"phragmites, saltbrush",2,phragmites,"phragmites, saltbrush",1,phragmites,phragmites,1,phragmites,phragmites,2,phragmites,"phragmites, saltbrush",1.6,185.2,41.8,40.19451,-111.64939,Provo Bay,Utah Lake,UL12,2021,,N,,11,73.3,5,Y, , , , , , , , , , ,,,212.6,221.2,NA,NA,NA,5.8,NA,NA,2,Mow,Brackish,237,20.28,0.0247,0.2521,0.6916,480.5,0.0076,0.0151,0.1222,0.0879,45.96,8.252,49.71,1.012,0.0021,4.407,0.0524,6.423,0.1675,16.67,0.0067,11.21,2.899,0.5984,0.1632,0.5807
75C,75,C,Untreated,Untreated,-0.51,43.1,0.13,3.61,27.76923077,4.9,7.705,2.144,0.9199,0.8378,23.23,NA,NA,NA,NA,Yes,2,grass (?),"grass?, phragmites",2,phragmites,"phragmites, grass",0,,,1,phragmites,phragmites,1,phragmites,phragmites,1.2,106,6.6,40.18416,-111.65027,Lower Hobble Creek,Utah Lake,,,,N,,9,60,3,Y,N, , , , , , , , , ,Cause,,82,72,NA,NA,NA,15.4,NA,NA,2,NA,Brackish,30.1,9.733,0.0015,0.0558,0.2704,273.9,0.0025,0.0052,0.0461,0.022,14.85,2.666,24.75,0.5845,-0.0004,1.013,0.0217,2.439,0.0258,51.93,-0.0072,9.204,2.577,0.3761,0.073,0.2083
76C,76,C,Treated,Treated,-1.08,10.4,0.14,4.64,33.14285714,2.7,7.945,1.102,0.7065,0.3745,13.2,NA,NA,NA,NA,Yes,3,phragmites,"phragmites, narrow lead willow, tamarisk",1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,1.4,203.6,26.6,40.16848,-111.74623,Spanish Fork River,Utah Lake,UL13,2021,,N,,15,100,5,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,230,235.6,NA,NA,NA,10.4,NA,NA,3,Trample + Mow,Fresh,25.9,8.949,0.0114,0.0416,0.2646,262.9,0.0036,0.0073,0.0443,0.0191,18.57,3.112,19.79,0.7186,-0.0011,2.138,0.0174,1.874,0.0258,2.12,0.0008,5.017,0.5621,0.3035,0.0615,0.0961
77C,77,C,Treated,Treated,-1.11,10,0.12,3.73,31.08333333,3.6,8.155,0.3455,0.8734,3.4187,20.41,NA,NA,NA,NA,Yes,1,phragmites,phragmites,1,phragmites,phragmites,1,phragmites,phragmites,2,unknown,"unknown, phragmites",1,phragmites,phragmites,1.2,74.8,18.6,40.1686,-111.74382,Spanish Fork River,Utah Lake,UL14,2021,,Y,,13,86.7,4,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,220.4,246.4,NA,NA,NA,6.8,NA,NA,2,Spray + Trample + Mow,Fresh,44,8.216,0.0033,0.0357,0.2488,259.5,0.0029,0.0057,0.0402,0.016,17.03,3.397,20.68,0.6018,-0.0012,1.223,0.0171,1.977,0.0242,1.514,-0.0061,5.348,0.5197,0.3666,0.0681,0.1032
78C,78,C,Native,Untreated,-0.33,340.2,0.84,19.2,22.85714286,18.1,8.491,12.5,0.8188,0.0934,32.34,-1.375,6618.666667,6.913333333,-234.3333333,No,1,triangle bullrush,triangle bullrush,1,triangle bullrush,triangle bullrush,1,traingle bullrush,triangle bullrush,1,triangle bullrush,triangle bullrush,1,triangle bullrush,triangle bullrush,1,142.4,41.8,40.13719,-111.80391,Lincoln Beach,Utah Lake,,,,N,,0,0,0,N, , , , , , , , , , ,,-140.6,-217.2,-160.4,0.056666667,0.766666667,-1.1,30.6,20.86666667,NA,1,NA,Saline,99.5,4.666,0.0095,0.2748,0.1381,839.9,0.0016,0.0017,0.0264,0.0317,5.916,5.682,19.12,0.2638,0.0068,21.2,0.0578,3.509,0.0301,23.78,0.051,6.173,6.64,0.2818,0.0753,0.1687
79C,79,C,Native,Untreated,-0.88,34.8,0.07,4.32,61.71428571,1.6,8.353,2.204,1.2348,0.0525,11.71,NA,NA,NA,NA,No,2,hardstem bullrush,"hardstem bullrush, unknown",3,hardstem bullrush,"hardstem bullrush, golden dock, unknown",3,hardstem bullrush,"hardstem bullrush, grass, unknown",2,hardstem bullrush,"hardstem bullrush, grass",1,grass,grass,2.2,93,37.6,40.08752,-111.86323,LaBaron Utah Lake,Utah Lake,,,,N,,0,0,0,N,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,-25.6,2,NA,NA,NA,0.2,NA,NA,4,NA,Brackish,5.6,7.908,0.0202,0.0415,0.2882,380.3,0.0013,0.0054,0.0401,0.0182,13.16,4.101,23.95,0.4856,0.0018,3.668,0.0157,1.802,0.024,5.176,0.0014,6.982,1.383,0.3415,0.0633,0.0859
80C,80,C,Treated,Treated,-1.06,60.3,0.25,6.95,27.8,5.3,7.863,5.929,1.6865,6.1002,30.79,NA,NA,NA,NA,Yes,2,phragmites,"phragmites, unknown",2,phragmites,"phragmites, unknown",2,phragmites,"phragmites, unknown",2,phragmites,"phragmites, unknown",3,unknown,"unknown, phragmites, hardstem bullrush",2.2,113.4,37.6,40.08758,-111.86278,LaBaron Utah Lake,Utah Lake,UL15,2020,,N,,14,93.3,4,Y,Y,Cause, , ,Cause, ,Cause,Cause,Cause, ,,,137.2,143.6,NA,NA,NA,2.8,NA,NA,3,NA,Saline,4.6,10.05,0.0203,0.0709,0.4259,449.3,0.0028,0.01,0.0505,0.0418,18.89,5.592,27.82,0.6492,-0.0004,7.195,0.0239,2.306,0.038,11.18,0.0208,9.74,1.875,0.3668,0.0857,0.1615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
